t,plant,axis,metamer,organ,element,Ag,Amino_Acids_import,An,D_Fructan,D_Proteins,D_Starch,D_cytokinins,Loading_Amino_Acids,Loading_Sucrose,N_content_total,Nitrates_import,Nresidual,Nstruct,PARa,PARa_prim,Photosynthesis,R_Nnit_red,R_phloem_loading,R_residual,Rd,Regul_S_Fructan,S_Amino_Acids,S_Fructan,S_Proteins,S_Starch,S_Sucrose,Total_Organic_Nitrogen,Total_Transpiration_turgor,Tr,Transpiration,Ts,VPDa,WC_mstruct,Wmax,age,ambient_CO2,amino_acids,area_prim,cytokinins,cytokinins_import,epsilon_volume,fructan,green_area,gs,gs_VPD,gs_VPD_psi,gs_psi,height,is_growing,is_over,length,max_mstruct,max_proteins,mstruct,nb_replications,nitrates,organ_volume,osmotic_water_potential,proteins,resistance,senesced_length_element,senesced_mstruct,starch,sucrose,sum_respi,thickness,total_water_influx,total_water_potential,triosesP,turgor_water_potential,volume,water_content,water_influx,width
1,1,MS,3,blade,LeafElement1,17.08680028,0.13031108,16.91429828,0.00000079,2.57673436,126.71843249,3.82884066,0.20676988,7.38599400,NA,0.18999431,0.00000000,0.00002359,479.01461123,NA,13.16519572,0.18809653,0.00020866,0.17183754,0.17250200,0.00000000,40.35142033,0.00000009,2.52251587,224.48268690,2437.57212982,27.19513115,0.03170165,2.29054632,0.00049023,17.28775837,0.37481091,95.91259103,0.00402187,80.80089055,NA,0.43432054,NA,0.57787390,0.02521586,46.15384615,0.00000079,0.00021402,0.40351953,0.44124951,0.44115856,0.44604558,0.06408154,True,False,0.07070443,0.00470855,0.00000000,0.00470855,1.00000000,0.00011962,0.00000010,-0.73509338,25.07590513,6512.94259005,0,0.00000000,0.71719433,7.26112073,0.36014273,0.00044985,0.03170154,-0.09441590,0.00128789,0.64067748,0.00000011,0.11026001,0.03170154,0.00301790
1,1,MS,4,internode,HiddenElement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00000000,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.40044528,NA,0.00000000,NA,0.00000000,NA,NA,0.00000000,0.00000000,NA,NA,NA,NA,NA,True,False,0.00001014,0.00000000,0.00000000,0.00000000,NA,0.00000000,NA,NA,0.00000000,NA,0,0.00000000,0.00000000,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,MS,5,internode,HiddenElement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00000000,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.40044528,NA,0.00000000,NA,0.00000000,NA,NA,0.00000000,0.00000000,NA,NA,NA,NA,NA,True,False,0.00005069,0.00000000,0.00000000,0.00000000,NA,0.00000000,NA,NA,0.00000000,NA,0,0.00000000,0.00000000,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1,MS,1,blade,LeafElement1,14.12653293,0.08539805,13.99883982,0.00000000,3.77415673,154.21207418,2.82907460,0.33354107,7.86846138,0.06710565,0.15270461,0.00000000,0.00002050,442.68169453,NA,9.90628713,0.15117887,0.00019388,0.17556686,0.12769311,0.00000000,37.18396673,0.00000010,4.86287108,183.91330325,2104.82136152,19.52060055,0.02586337,2.04759241,0.00039886,17.26555747,0.37481091,96.74645672,0.00300000,241.20133583,NA,1.11036964,NA,0.37241194,0.02045012,46.15384615,0.00000000,0.00019479,0.39338746,0.37253035,0.37193012,0.37595222,0.04740970,False,False,0.08177327,0.00410677,4400.00000000,0.00410677,1.00000000,0.00010523,0.00000008,-0.38176241,16.94594519,11037.52372936,0,0.00000000,0.76125270,18.57763469,0.32693961,0.00039862,0.02586343,-0.11708726,0.00091802,0.26467515,0.00000012,0.12211771,0.02586343,0.00232481
2,1,MS,1,sheath,StemElement,1.25044351,0.03453813,1.59242329,0.00000000,4.83070411,31.56032970,1.02654718,0.06986172,0.78346437,0.02395287,0.06175940,0.00000000,0.00000855,179.81386508,NA,1.20566265,0.06114360,0.00000804,0.02203307,0.01070941,0.00000001,36.11766999,0.00000555,4.08833583,38.52536645,546.62972136,2.96040056,0.01046197,0.60229329,0.00016131,16.86864708,0.37481091,96.12592506,NA,241.20133583,NA,0.33158482,NA,0.05626704,0.00827079,46.15384615,0.00000000,0.00026783,0.19701899,0.08615691,0.08615588,0.08660760,0.01421421,False,False,0.02841765,0.00171000,1183.15614503,0.00171000,1.00000000,0.00012103,0.00000003,-0.29237514,2.01810145,2979.50807514,0,0.00000000,0.06487060,4.94545887,0.08318471,0.00039856,0.01046197,-0.04644930,0.00007937,0.24592584,0.00000004,0.04242957,0.01046197,0.00299133
2,1,MS,2,blade,LeafElement1,14.65260403,0.10060024,14.51312187,0.00000000,3.21150596,174.11977614,3.29753282,0.42817205,10.19931317,0.07819174,0.17988844,0.00000000,0.00002420,414.00208829,NA,12.68068696,0.17809098,0.00029604,0.23567323,0.13948216,0.00000000,37.18543956,0.00000008,4.98641758,206.16310001,2291.63406953,26.76461066,0.03046853,1.95452827,0.00046986,16.74988733,0.37481091,96.88969804,0.00330000,161.20133583,NA,1.37910430,NA,0.51133082,0.02409057,46.15384615,0.00000000,0.00024040,0.38310390,0.38471214,0.38379316,0.38796347,0.06187270,False,False,0.09174266,0.00483764,4888.27353618,0.00483764,1.00000000,0.00011752,0.00000010,-0.38837194,23.65693492,10722.16271710,0,0.00000000,1.01249343,23.02751032,0.41406026,0.00041853,0.03046886,-0.12853835,0.00121386,0.25983359,0.00000015,0.15069848,0.03046886,0.00255729
2,1,MS,2,sheath,HiddenElement,0.00000000,0.00000000,0.00000000,5.59851721,6.40922454,0.00000000,1.02588255,0.01749185,0.31239957,0.03046468,0.00000000,0.00000000,0.00001140,NA,NA,0.00000000,0.00000000,0.00000427,0.02195319,0.00000000,0.00000027,0.00000000,0.00018864,3.27889202,0.00000000,0.00000000,4.93501125,0.00000000,0.00000000,0.00000000,10.00000000,0.00000000,95.36139528,NA,161.20133583,NA,0.30737675,NA,0.07497414,0.00000000,46.15384615,6.68540382,0.00024800,0.00000000,0.00000000,0.00000000,0.00000000,NA,False,False,0.02846446,0.00228000,1678.21735658,0.00228000,1.00000000,0.00000000,0.00000004,-0.53064304,3.81334879,2574.35795709,0,0.00000000,0.00000000,5.70111101,0.02195747,0.00041935,0.00000000,-0.03779054,0.00000000,0.49285249,0.00000005,0.04687271,0.00000000,0.00329589
2,1,MS,2,sheath,StemElement,1.71199402,0.00043910,2.17725677,0.00000001,5.76328261,36.29469064,1.19714729,0.00104043,0.00141037,0.03028557,0.00078518,0.00000000,0.00000020,93.22237985,NA,0.02894968,0.00077735,0.00000000,0.00049711,0.01760735,0.00001595,19.63003390,0.01038036,3.23831513,43.70463989,614.86544102,0.08649179,0.00013317,0.43661235,0.00000205,14.32187934,0.37481091,95.33855843,NA,161.20133583,NA,0.00529053,NA,0.00153492,0.00010515,46.15384615,0.00000001,0.00000470,0.19210461,0.09953115,0.09953063,0.10014945,0.02867801,False,False,0.00049839,0.00004000,1678.21735000,0.00004000,1.00000000,0.00000137,0.00000000,-0.23349392,0.06691554,45.27615165,0,0.00000000,0.00174507,0.09109742,0.00127446,0.00041831,0.00013317,-0.03779222,0.00000211,0.19570170,0.00000000,0.00081810,0.00013317,0.00328936
2,1,MS,3,blade,LeafElement1,15.44238463,0.08557386,15.28234927,0.00000079,2.55691001,166.53704412,3.84511318,0.16930734,7.88482355,NA,0.15301900,0.00000000,0.00002359,382.53537871,NA,11.89085638,0.15149005,0.00022276,0.17928753,0.16003536,0.00000000,32.49841227,0.00000010,2.85890294,197.47797321,2220.00493367,27.27918508,0.02591507,1.86858675,0.00039968,16.32292822,0.37481091,95.87205418,0.00402779,81.20133583,NA,0.51771165,NA,0.58032985,0.02049222,46.15384615,0.00000079,0.00021389,0.36910437,0.40302281,0.40286573,0.40727432,0.06409868,True,False,0.07059037,0.00470855,0.00000000,0.00470855,1.00000000,0.00010185,0.00000010,-0.15831940,25.07656795,6555.01519759,0,0.00000000,0.94255761,10.69617220,0.33100033,0.00044773,0.02591469,-0.08497699,0.00113110,0.07334241,0.00000011,0.10935655,0.02591469,0.00302241
2,1,MS,4,internode,HiddenElement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00000000,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.80089055,NA,0.00000000,NA,0.00000000,NA,NA,0.00000000,0.00000000,NA,NA,NA,NA,NA,True,False,0.00001021,0.00000000,0.00000000,0.00000000,NA,0.00000000,NA,NA,0.00000000,NA,0,0.00000000,0.00000000,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1,MS,5,internode,HiddenElement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00000000,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.80089055,NA,0.00000000,NA,0.00000000,NA,NA,0.00000000,0.00000000,NA,NA,NA,NA,NA,True,False,0.00005105,0.00000000,0.00000000,0.00000000,NA,0.00000000,NA,NA,0.00000000,NA,0,0.00000000,0.00000000,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
